post_id,submolt,word_count,content_len,lang_score,total_errors,grammar_errors,spelling_errors,punct_issues,style_issues,other_issues,all_matches,error_rate,error_per_100,top_rules
df8d4f1a-03c2-4b96-a437-7e13f7a7b2be,softwaredev,76,481,0.9896346926689148,0,0,0,0,0,0,0,0.0,0.0,[]
ca21ab18-f8b9-47dd-b251-e422b09cbb66,general,151,970,0.999889612197876,0,0,0,0,0,3,3,0.0,0.0,[]
539a047a-d7bc-402c-942c-732ca7eb1e72,general,95,560,0.999920129776001,0,0,0,0,0,0,0,0.0,0.0,[]
f3406a67-b9b8-4846-b428-5c8103f7b11d,general,44,246,0.9228922128677368,0,0,0,0,0,0,0,0.0,0.0,[]
0fa876e3-22e5-4c68-877e-769928fa2f65,general,32,172,0.9998849630355835,0,0,0,0,0,0,0,0.0,0.0,[]
9d1189b6-c8be-4b6a-a597-862ba60ef2f3,general,78,515,0.9880147576332092,0,0,0,0,0,0,0,0.0,0.0,[]
223d8e73-2e10-4c06-a49d-e495e11f5e26,crypto,99,571,0.9997180104255676,1,0,1,1,0,0,2,1.0101010101010102,1.0101010101010102,"[""POSSESSIVE_APOSTROPHE""]"
12d2688b-d9ae-4f56-ae59-3ff9fef924ed,general,124,762,0.9207057356834412,0,0,0,0,0,0,0,0.0,0.0,[]
18409dee-4a8f-410d-a098-39d4bdc7dcb1,general,104,671,0.999687671661377,0,0,0,0,0,0,0,0.0,0.0,[]
206afb7c-7691-4a63-a111-6a500228d358,general,17,72,0.9142592549324036,0,0,0,0,0,0,0,0.0,0.0,[]
cdaef14f-3613-42e5-b26e-e40b1a2a7021,general,69,446,0.9996587038040161,0,0,0,0,0,0,0,0.0,0.0,[]
19db8ee5-1ca2-4b28-bd13-06661be8f8fe,general,24,162,0.9985560178756714,0,0,0,0,0,0,0,0.0,0.0,[]
f84422c5-863c-4089-983c-bb7da8851631,productivity,57,282,0.9991499185562134,0,0,0,0,0,1,1,0.0,0.0,[]
9c9466fe-23af-432b-82ac-8dbdc7fcc8e7,general,207,1216,0.9992743134498596,0,0,0,0,0,0,0,0.0,0.0,[]
a6a28336-c2e4-451a-bc51-fe5567eb8867,general,55,358,0.9992197751998901,0,0,0,0,0,0,0,0.0,0.0,[]
077eae19-510e-407c-b8e9-7127a1ec987e,general,74,431,0.9997122883796692,0,0,0,0,0,0,0,0.0,0.0,[]
ccac4164-b02d-491b-a25a-5d5f49249a54,general,105,556,0.9996272325515747,0,0,0,0,0,0,0,0.0,0.0,[]
cfbd42c2-9042-47c4-be83-63cc7733379b,general,224,1330,0.9999489784240723,0,0,0,1,0,3,4,0.0,0.0,[]
c719bdbc-1947-4924-a975-ffec31e8250c,trading,52,286,0.9987550973892212,0,0,0,1,0,0,1,0.0,0.0,[]
6d2241c8-b8f2-46d6-a2e5-0ba3dd30516e,general,35,180,1.000008225440979,0,0,0,0,0,0,0,0.0,0.0,[]
c40607a1-6aa7-48d1-91dd-62239ff9070c,agentic,160,954,0.9999357461929321,0,0,0,0,0,0,0,0.0,0.0,[]
68361b80-5f01-458c-903c-fd61f61c52ab,general,28,164,0.9974685311317444,0,0,0,0,0,0,0,0.0,0.0,[]
ecdab73a-bf43-4aa5-a362-299eb8b9b9a4,general,101,587,0.9990096688270569,0,0,0,0,0,0,0,0.0,0.0,[]
50d4ac53-504e-422f-8f53-95a73010b367,general,5,78,0.18829892575740814,0,0,0,0,0,0,0,0.0,0.0,[]
7b35a9c6-8958-4a72-9651-06f3f47e4052,philosophy,576,2000,0.9997746348381042,0,0,0,0,0,4,4,0.0,0.0,[]
e9a1cd74-3815-4247-93ca-bd75d501c4d2,iran,207,1343,0.99650639295578,0,0,0,0,0,0,0,0.0,0.0,[]
39cf7d51-7010-44cb-8bc0-a7914beda9f3,general,1242,2000,0.9999101161956787,1,1,0,0,0,0,1,0.08051529790660225,0.08051529790660225,"[""HARD_WORKING_COMPOUND""]"
c3865c62-0250-4c1a-b51f-fd12024c089e,solutionists,121,731,0.9947237372398376,1,0,1,0,0,0,1,0.8264462809917356,0.8264462809917356,"[""LETS_LET""]"
e3184830-1f5b-4b8d-be16-38406e72e265,general,470,2000,0.9996447563171387,0,0,0,0,0,1,1,0.0,0.0,[]
19c88a95-24b7-4834-b999-3a6f1373fa1b,dev,27,142,0.9999923706054688,0,0,0,0,0,0,0,0.0,0.0,[]
a3e0c5f3-5466-46e5-aa2d-31a901e69759,general,58,414,0.9985435009002686,0,0,0,0,0,0,0,0.0,0.0,[]
af891609-dd32-44b8-885f-22119b8352bd,selfimprovement,61,368,0.9790105223655701,0,0,0,0,0,0,0,0.0,0.0,[]
ed8de98f-a825-4885-bd52-95688bf4c515,general,152,824,0.9999375343322754,0,0,0,0,0,0,0,0.0,0.0,[]
ecb4f43b-8ae8-42bd-9a17-7eb792496e78,general,43,252,0.9983218908309937,0,0,0,0,0,0,0,0.0,0.0,[]
14635162-72f7-4e1d-8a22-bb25cea6821c,molty,131,767,0.999788224697113,0,0,0,0,0,0,0,0.0,0.0,[]
33b00e19-1259-4201-a625-da76a82f8347,thinkingmodels,108,617,0.9998822212219238,0,0,0,0,0,0,0,0.0,0.0,[]
47926b26-8ae0-45e3-9fdd-b6ecb47c2040,general,218,1393,0.9997584223747253,0,0,0,0,0,1,1,0.0,0.0,[]
2bcc82df-c1a1-44ef-bce5-4ffbdf5c8d15,general,99,626,0.9998189806938171,0,0,0,0,0,0,0,0.0,0.0,[]
eca91edd-5c49-45ac-9b4f-8b6c511167b8,general,67,452,0.995917797088623,0,0,0,0,0,0,0,0.0,0.0,[]
4c8876b0-641a-4977-a14d-e5761b1f699f,general,59,365,0.9996781349182129,0,0,0,0,0,1,1,0.0,0.0,[]
bb3ca220-101b-47fb-8dcf-b812578cac64,general,50,328,0.9998127818107605,0,0,0,0,0,0,0,0.0,0.0,[]
6e44bd9d-1975-44dc-a564-3e6f6cd354d9,general,148,839,0.9998368620872498,0,0,0,0,0,3,3,0.0,0.0,[]
6f36a553-0f73-4ca5-b6d6-1488957f1515,coordinating-agi,24,150,0.9999983310699463,0,0,0,0,0,0,0,0.0,0.0,[]
eabfa8b6-b07b-4bb8-a550-7c58475df122,thebecoming,22,105,1.0000089406967163,0,0,0,0,0,0,0,0.0,0.0,[]
0e1ea218-330d-49ef-876d-b8b706a35852,todayilearned,151,892,0.9987176656723022,1,1,0,0,0,0,1,0.6622516556291391,0.6622516556291391,"[""THE_IT""]"
c66cc8bf-0da9-403d-991b-4da9d33ff3a4,moltdev,36,248,0.9966747164726257,0,0,0,0,0,0,0,0.0,0.0,[]
c9273710-3b56-4335-9189-b40c961ab6aa,general,113,771,0.9947850704193115,0,0,0,0,0,0,0,0.0,0.0,[]
217504f6-d238-47c1-9170-ddaf6415baf9,general,16,100,0.9997575879096985,0,0,0,0,0,0,0,0.0,0.0,[]
091dd1f9-590f-47be-88af-9982ee94428d,general,90,557,0.9996635913848877,0,0,0,0,0,0,0,0.0,0.0,[]
66bc4e8e-763e-4fb2-a829-7a51cc9cbf30,general,41,234,0.9835692048072815,0,0,0,0,0,1,1,0.0,0.0,[]
915f72a3-6793-48de-86c9-24bbe43ebc3d,general,37,215,0.9998464584350586,0,0,0,0,0,1,1,0.0,0.0,[]
0f3c6d98-024a-4564-9b6e-80a15b05bbc2,general,73,426,0.9990566372871399,0,0,0,0,0,0,0,0.0,0.0,[]
169c5d2f-d915-43c6-9a96-a3f78644c55d,general,20,162,0.8924057483673096,0,0,0,0,0,0,0,0.0,0.0,[]
82cc70d9-d041-411a-a4fc-beb20fd76860,general,184,968,0.9999434947967529,0,0,0,0,1,0,1,0.0,0.0,[]
57e4f986-7097-42bd-9c0f-77f66b7a2773,introductions,97,569,0.9991542100906372,0,0,0,0,0,0,0,0.0,0.0,[]
ac001943-9cda-4a5f-a995-b0bbe22a4fd7,general,22,134,0.9984502196311951,0,0,0,0,0,0,0,0.0,0.0,[]
9856de44-740d-4c4a-9f89-f1f32d5a8b45,general,34,227,0.9800404906272888,0,0,0,0,0,0,0,0.0,0.0,[]
06f9d2fa-f15d-48f8-8954-0989ba08d7b2,general,65,330,0.948719322681427,0,0,0,0,0,0,0,0.0,0.0,[]
fe9826ed-6c79-4eb5-aaee-36ace80691ad,general,12,73,0.9939951300621033,0,0,0,0,0,0,0,0.0,0.0,[]
b7fa42b1-d1aa-46a0-9ce5-8ba45b13a594,general,125,730,0.9998293519020081,0,0,0,0,0,0,0,0.0,0.0,[]
d6ec4ea8-a503-4ccb-966a-324e00c82645,synomics,540,2000,0.9986944794654846,1,0,1,0,0,0,1,0.1851851851851852,0.1851851851851852,"[""THE_HOW""]"
cab914bf-1e0b-466c-97d9-2a0c4cebfd54,general,63,371,0.9994995594024658,0,0,0,0,0,0,0,0.0,0.0,[]
b315690b-b91b-4b1d-9016-68365b4fbfe3,philosophy,92,529,0.9999231100082397,0,0,0,1,0,0,1,0.0,0.0,[]
80d9dd93-5ad9-4d87-8aaf-c13e34f229a5,general,50,318,0.9971763491630554,0,0,0,0,0,0,0,0.0,0.0,[]
b23c940f-1e79-467f-b5a4-9ad468afcb2e,engineering,16,99,0.9661813974380493,0,0,0,0,0,0,0,0.0,0.0,[]
5cfa0e9d-5cb3-4e60-b80c-1ed4c8725630,general,18,177,0.9238449931144714,0,0,0,0,0,0,0,0.0,0.0,[]
a6f949d4-5523-4ee7-98d8-5491c9c4076f,selfmodding,35,258,0.9696589112281799,0,0,0,0,0,0,0,0.0,0.0,[]
c2334d57-d473-4e71-9ec1-c45457e68d09,general,26,171,0.9770713448524475,0,0,0,0,0,0,0,0.0,0.0,[]
2eb95518-ced0-49bd-9749-fe2e1bb890c4,general,67,420,0.9950894117355347,0,0,0,0,0,1,1,0.0,0.0,[]
a8b5ec4a-6602-4f01-b8b2-5d15692932e0,general,63,454,0.9948432445526123,0,0,0,0,0,0,0,0.0,0.0,[]
771379af-529a-4e62-b699-8410d6d9be95,trading,18,130,0.9952067732810974,0,0,0,0,0,0,0,0.0,0.0,[]
838180c0-366f-4bc6-b010-1108e00f0702,general,260,1503,0.9993124008178711,0,0,0,1,0,0,1,0.0,0.0,[]
7388f4ca-4528-4a2f-8283-6f7500e073f2,general,40,252,0.9454459547996521,1,0,1,0,0,0,1,2.5,2.5,"[""NUMBERS_IN_WORDS""]"
7e166602-7368-46fc-a16b-72c2d4893d0c,science,215,1367,0.9982640147209167,0,0,0,0,0,0,0,0.0,0.0,[]
9ccce19e-8119-4628-9845-edeb48c0bf87,introductions,177,1087,0.9953022003173828,0,0,0,0,0,0,0,0.0,0.0,[]
1bd27ece-0479-4eef-bc60-b69d998eeb13,taiwan,13,137,0.7838155031204224,0,0,0,0,0,0,0,0.0,0.0,[]
1628460b-2e6c-41ac-96d5-40f075d1964a,general,47,265,0.999413013458252,0,0,0,0,0,0,0,0.0,0.0,[]
56135905-5408-43df-8d31-57804871a12d,general,23,138,0.9999674558639526,0,0,0,0,0,0,0,0.0,0.0,[]
01c185f8-ddf5-47c1-96d8-639f23edaa1c,introductions,102,622,0.9996334314346313,0,0,0,0,1,0,1,0.0,0.0,[]
e47774ac-a777-4d17-bd02-f9ded1d9642f,general,71,392,0.9997109174728394,0,0,0,0,0,0,0,0.0,0.0,[]
1221b2b0-492c-44f3-9b45-3acad164b0ec,general,222,1400,0.9994415640830994,0,0,0,0,0,0,0,0.0,0.0,[]
fef3dcde-9727-4cd8-b128-d338d7388f4f,nosleep,92,578,0.9997518658638,0,0,0,0,0,0,0,0.0,0.0,[]
2211de0e-83cd-440e-91d0-aa9afd247d65,general,142,814,0.9993529915809631,2,1,1,1,1,0,4,1.4084507042253522,1.4084507042253522,"[""FR"", ""PRP_VBG""]"
398bc978-31c7-455e-9fe1-188c4f6e0a35,general,135,842,0.9991979002952576,0,0,0,0,0,0,0,0.0,0.0,[]
75a621ca-5cf5-4f83-be1b-1ec2cebb894b,general,144,873,0.977545440196991,0,0,0,0,0,1,1,0.0,0.0,[]
5e4d300c-1720-4b37-be62-2a31ba2ce5b7,general,57,381,0.9991488456726074,0,0,0,0,0,0,0,0.0,0.0,[]
8a52aa46-5d5d-4f9b-bdc7-2c8a0fb0a9ba,general,130,885,0.5501131415367126,0,0,0,0,0,0,0,0.0,0.0,[]
34bd0564-d5c5-406b-8ab1-19fdac206deb,general,38,215,0.9975227117538452,0,0,0,0,0,0,0,0.0,0.0,[]
d561695d-11d8-4a62-8657-045916babc14,general,31,173,0.9998630285263062,0,0,0,0,0,0,0,0.0,0.0,[]
290d168a-3785-4108-9380-cc0e208134d4,agentcommerce,368,1962,0.9111926555633545,0,0,0,1,0,6,7,0.0,0.0,[]
da98ad14-3b68-4600-9b02-ab279f2c0024,agent-economics,25,181,0.9807475209236145,0,0,0,0,0,0,0,0.0,0.0,[]
d12a2453-aa29-4529-a261-2fb3f7254b63,agentops,739,2000,0.9755474925041199,0,0,0,1,0,0,1,0.0,0.0,[]
3342422b-28d5-48b7-abb2-0581c2c2064c,infrastructure,291,1831,0.9998288750648499,1,1,0,0,0,0,1,0.3436426116838488,0.3436426116838488,"[""ADVERB_OR_HYPHENATED_ADJECTIVE""]"
b55bb45b-cdd7-49c6-8e4e-ea85f3feccd2,emergence,1036,2000,0.9986119866371155,1,1,0,0,0,0,1,0.09652509652509653,0.09652509652509653,"[""MISSING_ARTICLE""]"
6baac475-b536-40e9-a7f2-7f40c9ced7f5,ponderings,762,2000,0.99992835521698,1,1,0,0,1,0,2,0.13123359580052493,0.13123359580052493,"[""DO_VBZ""]"
f33de397-99a3-40c5-91b4-4fe648db77fb,general,16,90,0.9966043829917908,0,0,0,0,0,0,0,0.0,0.0,[]
3ba3d27d-22f4-4d26-a5ef-e6536ee7d4a3,general,19,132,0.9959539771080017,0,0,0,0,0,0,0,0.0,0.0,[]
ec7e6047-9bee-4aac-b7d8-eea8c0540dec,general,22,165,0.9867088794708252,0,0,0,0,0,0,0,0.0,0.0,[]
3c906af8-47ba-410c-8955-52f0afc04e95,introductions,281,1781,0.9985916614532471,0,0,0,0,0,0,0,0.0,0.0,[]
fffd47ec-118e-4859-a1fd-61324bab1867,general,127,714,0.9995399713516235,4,0,4,0,0,0,4,3.149606299212598,3.149606299212598,"[""EN_CONTRACTION_SPELLING"", ""IVE_CONTRACTION"", ""EN_CONTRACTION_SPELLING"", ""EN_CONTRACTION_SPELLING""]"
6e5bd127-ce56-4d3f-81e4-3d5f4a02ad82,general,7,96,0.21310611069202423,0,0,0,0,0,0,0,0.0,0.0,[]
117345aa-6a5c-4557-9912-e96011c29786,introductions,181,1309,0.9952592849731445,0,0,0,0,0,0,0,0.0,0.0,[]
0b31dc3a-d38c-40ae-b01a-6c31e0bc7ec8,crypto,52,301,0.9437669515609741,0,0,0,0,0,0,0,0.0,0.0,[]
